Name,WorkHrs,Ask_Price
crawler_229,8602,20207
crawler_230,3729,110463
crawler_232,11496,164294
crawler_235,10449,109680
crawler_236,664,522137
crawler_237,537,21871
crawler_238,5402,81838
crawler_239,11875,155005
crawler_240,8774,36774
crawler_241,8412,120722
crawler_243,8516,95869
crawler_245,2982,59499
crawler_248,1476,460521
crawler_249,1668,285547
crawler_250,2028,240189
crawler_251,6856,73261
crawler_252,9953,22777
crawler_253,7479,140244
crawler_254,9662,157911
crawler_255,589,284495
crawler_258,7154,116890
crawler_259,1698,599460
crawler_262,11536,84033
crawler_263,10831,66797
crawler_264,3422,177911
crawler_265,8310,108559
crawler_267,4257,158068
crawler_270,7399,20512
crawler_272,3692,31402
crawler_273,3792,272257
crawler_274,575,502743
crawler_275,8939,32814
crawler_276,7546,106490
crawler_277,10051,118611
crawler_279,694,257310
crawler_281,2370,211835
crawler_282,7391,124628
crawler_283,7098,86429
crawler_284,5740,239643
crawler_286,11382,47537
crawler_288,1591,297172
crawler_290,418,392657
crawler_291,1090,59109
crawler_292,9956,149500
crawler_294,3949,210756
crawler_296,518,322078
crawler_297,1634,402821
crawler_298,8344,119744
crawler_300,10691,137617
crawler_302,558,519022
crawler_303,10990,26991
crawler_305,5773,186919
crawler_306,6218,133069
crawler_307,2087,179593
crawler_308,2957,124889
crawler_310,9148,129220
crawler_311,2780,235971
crawler_312,10147,96371
crawler_315,11674,149752
crawler_316,4540,161499
crawler_319,8727,19291
crawler_320,7468,126712
crawler_321,11031,35829
crawler_322,5528,94212
crawler_323,3150,210473
crawler_324,4919,127528
crawler_325,4052,268074
crawler_326,9532,7801
crawler_327,6097,142026
crawler_328,7186,111534
crawler_329,1652,588470
crawler_330,2321,503441
crawler_331,10562,118258
crawler_332,7501,141299
crawler_334,6077,111059
crawler_336,8180,94054
crawler_337,9459,173963
crawler_338,2720,81681
crawler_340,3224,221156
crawler_341,8905,105841
crawler_342,1078,596455
crawler_343,6071,43835
crawler_344,2147,150209
crawler_345,10213,166137
crawler_346,11849,70665
crawler_347,5948,154673
crawler_348,1933,485489
crawler_350,9396,10034
crawler_351,4558,205095
crawler_352,7747,114414
crawler_354,6216,111323
crawler_356,2149,427025
crawler_358,4287,279362
crawler_359,7915,120655
crawler_360,11674,103640
crawler_361,10244,30341
crawler_362,8776,17020
crawler_365,4045,195706
crawler_366,2052,573761
crawler_367,3699,284357
crawler_368,8738,107794
crawler_369,3338,150839
crawler_370,10104,158953
crawler_371,11655,143291
crawler_373,10454,156282
crawler_375,11311,119370
crawler_376,9141,159418
crawler_377,6702,80998
crawler_378,10365,83464
crawler_381,4294,80598
crawler_384,10359,153859
crawler_387,8118,134174
crawler_388,3279,112812
crawler_389,2495,28242
crawler_390,922,60119
crawler_393,640,156793
crawler_394,11664,131846
crawler_395,8754,48634
crawler_396,9808,155426
crawler_398,3558,199627
crawler_399,6267,43502
crawler_400,3066,299474
crawler_402,9865,109431
crawler_403,8620,55593
crawler_405,1619,336298
crawler_407,11960,68134
crawler_408,7387,57315
crawler_409,2976,404037
crawler_410,1898,533432
crawler_411,1376,505605
crawler_412,7602,37800
crawler_413,1987,256751
crawler_414,753,342335
crawler_416,5209,32808
crawler_418,10180,122139
crawler_419,6418,102866
crawler_420,11113,130184
crawler_421,8861,22932
crawler_424,3473,259840
crawler_425,10775,10706
crawler_427,7313,103189
crawler_428,7865,79463
crawler_429,8085,144332
crawler_434,2735,155456
crawler_435,4406,276804
crawler_438,5411,111409
crawler_439,4628,112906
crawler_442,11799,62699
crawler_443,5792,241401
crawler_444,2379,373464
crawler_445,10552,25498
crawler_447,6694,74147
crawler_448,10983,61664
crawler_449,8708,86277
crawler_450,8748,25233
crawler_451,1695,186098
crawler_452,9147,156022
crawler_453,2047,476833
crawler_455,3462,107329
crawler_456,3374,281322
crawler_457,2844,599680
crawler_458,4483,187639
crawler_459,11284,93605
crawler_460,8487,51816
crawler_461,9706,65426
crawler_462,1754,217808
crawler_464,4251,33087
crawler_465,9082,144243
crawler_466,9078,130968
crawler_468,6926,144362
crawler_469,1433,61599
crawler_470,8491,52718
crawler_471,2442,250674
crawler_472,9660,37063
crawler_473,7628,31099
crawler_474,11672,29180
crawler_476,4013,173229
crawler_477,1775,562496
crawler_478,9604,98015
crawler_481,2812,101707
crawler_482,7296,21664
crawler_483,9942,131864
crawler_484,8829,75981
crawler_485,8641,69972
crawler_487,11351,48977
crawler_488,5789,74879
crawler_491,3566,298795
crawler_492,8302,41409
crawler_494,8679,56854
crawler_495,8814,111236
crawler_496,4200,205836
crawler_498,6902,69923
crawler_499,3907,63498
crawler_501,1782,603746
crawler_502,6747,56435
crawler_505,5406,61727
crawler_506,6024,125107
crawler_507,9368,66965
crawler_508,9833,6287
crawler_510,9751,131435
crawler_511,4886,292476
crawler_512,8435,22298
crawler_513,10056,13127
crawler_514,7734,20080
crawler_515,4402,120250
crawler_516,9412,169516
crawler_517,10360,11368
crawler_518,7497,50528
crawler_519,1678,426794
crawler_520,7706,24582
crawler_521,3040,122958
crawler_523,5371,180720
crawler_524,10819,85601
crawler_525,11549,55812
crawler_526,574,420760
crawler_531,9482,34151
crawler_533,5311,273983
crawler_534,3056,142658
crawler_535,5845,156281
crawler_536,10116,133219
crawler_537,9296,49041
crawler_538,1878,37923
crawler_539,10542,127765
crawler_540,5368,298379
crawler_541,8457,28473
crawler_542,7845,85451
crawler_543,3205,160240
crawler_544,11829,9568
crawler_545,5984,41829
crawler_547,4022,71397
crawler_548,606,541963
crawler_550,9153,19424
crawler_551,11861,21421
crawler_554,506,201086
crawler_557,3460,70446
crawler_558,10377,89556
crawler_559,7328,89586
crawler_560,3095,28826
crawler_561,589,269013
crawler_564,11587,91631
crawler_565,2817,59354
crawler_566,10409,174419
crawler_567,895,575875
crawler_569,7998,100183
crawler_570,6254,126209
crawler_572,6768,66105
crawler_573,5992,257621
crawler_574,3244,193105
crawler_575,4441,55533
crawler_577,1360,15821
crawler_578,9379,53030
crawler_579,6591,111590
crawler_580,9450,49612
crawler_581,2091,330077
crawler_582,6900,33395
crawler_583,7284,111958
crawler_584,8723,81961
crawler_585,5562,288716
crawler_588,10846,108791
crawler_589,2098,309607
crawler_591,3974,195231
crawler_593,3303,200289
crawler_594,8829,24428
crawler_595,5926,72649
crawler_596,5413,139594
crawler_598,858,460369
crawler_599,1755,121157
crawler_600,7854,144418
crawler_601,9227,27334
crawler_602,11435,147147
crawler_603,9454,90334
crawler_604,2511,275057
crawler_606,11538,75423
crawler_607,9241,126151
crawler_608,10464,63496
crawler_609,5606,278279
crawler_610,7871,90297
crawler_611,6493,138670
crawler_612,9643,56810
crawler_613,6979,54334
crawler_614,5332,221285
crawler_615,7946,51517
crawler_616,6518,109567
crawler_618,11770,68174
crawler_619,2988,426167
crawler_620,6866,36735
crawler_621,10232,91619
crawler_622,1239,386498
crawler_623,9134,147572
crawler_624,8684,105222
crawler_625,925,519134
crawler_626,7780,38211
crawler_628,2946,357424
crawler_629,2920,216889
crawler_630,3646,39773
crawler_633,3782,166978
crawler_634,9351,32821
crawler_635,10718,139585
crawler_637,2861,107725
crawler_638,9076,87778
crawler_640,5891,33587
crawler_641,3340,294316
crawler_642,2865,384034
crawler_643,10138,111196
crawler_644,9218,90541
crawler_645,8523,25041
crawler_647,3741,255146
crawler_649,710,87692
crawler_650,2421,592363
crawler_651,4246,83457
crawler_652,724,526321
crawler_653,8862,17626
crawler_655,5759,55145
crawler_661,2069,105221
crawler_662,10369,13926
crawler_664,11393,28194
crawler_665,7358,65588
crawler_666,3909,222543
crawler_667,5574,147046
crawler_668,4935,78639
crawler_669,7856,67923
crawler_670,11926,52399
crawler_671,10847,65825
crawler_673,8591,100207
crawler_674,10650,122528
crawler_675,3704,201319
crawler_678,6980,21355
crawler_679,4433,172654
crawler_680,5956,255332
crawler_681,2067,6221
crawler_682,397,83477
crawler_684,7936,136294
crawler_685,10041,128767
crawler_686,1552,369636
crawler_687,884,594014
crawler_689,1299,548472
crawler_691,940,357868
crawler_692,7862,33055
crawler_693,9390,157341
crawler_694,5401,281232
crawler_695,9318,153132
crawler_696,11962,66668
crawler_698,5555,55859
crawler_699,7363,71502
crawler_700,1659,266018
crawler_702,11154,73538
crawler_703,4583,68390
crawler_704,10538,127809
crawler_705,6326,35031
crawler_706,2939,75759
crawler_707,9791,86093
crawler_708,10813,77972
crawler_709,6097,88295
crawler_710,923,127274
crawler_711,11527,160053
crawler_712,8810,88819
crawler_713,5129,250211
crawler_714,10663,120462
crawler_715,8961,140747
crawler_716,3827,260781
crawler_717,2856,180516
crawler_719,8889,75807
crawler_720,1448,152350
crawler_721,2071,595647
crawler_722,1120,47292
crawler_723,10257,151031
crawler_724,1664,318014
crawler_725,8150,59468
crawler_726,10838,65686
crawler_727,1975,118699
crawler_728,5727,240675
crawler_729,11210,107356
crawler_732,1187,5864
crawler_733,11467,170677
crawler_734,2505,420860
crawler_735,8184,138051
crawler_737,9294,88255
crawler_738,7480,98047
crawler_739,1545,331437
crawler_740,3468,246015
crawler_741,3758,268052
crawler_742,3986,285006
crawler_743,11997,174531
crawler_745,7529,65462
crawler_746,2458,273898
crawler_747,9597,170971
crawler_748,3079,216304
crawler_750,8102,112316
crawler_752,10659,29240
crawler_753,11354,33695
crawler_754,10520,19538
crawler_756,8884,75324
crawler_757,7224,22521
crawler_758,10573,139254
crawler_759,8245,42244
crawler_760,4861,134964
crawler_761,4671,70072
crawler_762,3948,268909
crawler_763,9313,161325
crawler_764,4077,145764
crawler_766,3441,210006
crawler_768,3528,103230
crawler_769,6360,134199
crawler_770,4775,119018
crawler_771,7259,72095
crawler_772,6471,133917
crawler_773,2901,581977
crawler_774,5514,264486
crawler_775,5483,140425
crawler_776,11267,136695
crawler_777,2680,329000
crawler_778,2153,25098
crawler_780,11418,155540
crawler_781,3361,177142
crawler_783,4898,87355
crawler_784,11420,100380
crawler_785,807,223801
crawler_786,5907,151361
crawler_788,3841,93298
crawler_789,3522,108999
crawler_790,8988,52856
crawler_791,1625,176855
crawler_793,10095,62354
crawler_795,1919,530235
crawler_796,3043,288729
crawler_797,8357,38638
crawler_798,10539,138630
crawler_800,7921,69320
crawler_802,10222,40322
crawler_803,6948,139050
crawler_804,7133,97166
crawler_805,10294,39695
crawler_807,7292,54583
crawler_808,4414,231030
crawler_811,3313,96893
crawler_812,7889,78290
crawler_813,8106,129759
crawler_814,4041,160360
crawler_815,1462,485584
crawler_816,9299,91509
crawler_818,1620,155394
crawler_819,4460,172788
crawler_820,5379,292288
crawler_821,8514,141174
crawler_822,2265,91241
crawler_823,5049,236400
crawler_824,5787,240530
crawler_825,6249,121789
crawler_826,8262,16540
crawler_827,7145,139873
crawler_828,8156,81401
crawler_829,6982,139643
crawler_830,9913,75684
crawler_831,8430,22550
crawler_832,7559,73526
crawler_835,10202,38515
crawler_836,5681,169508
crawler_837,1652,406442
crawler_838,3133,120360
crawler_839,7104,30676
crawler_840,6391,78874
crawler_842,1777,534764
crawler_843,1259,32475
crawler_844,3572,211851
crawler_846,6518,113565
crawler_847,5340,197492
crawler_848,8914,25406
crawler_850,3392,263826
crawler_852,10660,50763
crawler_853,2419,188397
crawler_856,6433,32372
crawler_857,5982,144759
crawler_858,5054,192759
crawler_859,1061,523334
crawler_860,10864,35440
crawler_865,3746,241427
crawler_866,4859,121777
crawler_867,11003,164417
crawler_868,6275,67268
crawler_869,9882,92264
crawler_870,531,481149
crawler_871,7369,107067
crawler_872,10854,109618
crawler_873,5480,276642
crawler_874,8172,65934
crawler_875,6824,119419
crawler_876,11644,174467
crawler_877,11347,26773
crawler_878,7864,30543
crawler_879,3240,145163
crawler_880,2859,240319
crawler_881,7274,108490
crawler_882,10913,149492
crawler_884,8121,54323
crawler_885,5862,56923
crawler_886,9173,163951
crawler_889,9189,28792
crawler_891,10852,129255
crawler_892,7376,107850
crawler_893,5863,157566
crawler_894,924,508891
crawler_895,805,481541
crawler_896,5680,204886
crawler_897,6245,77146
crawler_898,4528,108643
crawler_899,10613,26794
crawler_901,9934,37766
crawler_903,11645,90201
crawler_904,6208,53509
crawler_905,11714,162032
crawler_906,5204,257281
crawler_908,4817,277932
crawler_909,1095,82606
crawler_910,587,67761
crawler_911,6699,92287
crawler_913,5085,224936
crawler_916,11406,140774
crawler_917,9004,25988
crawler_918,6360,92592
crawler_919,3840,116425
crawler_920,4664,275037
crawler_921,1649,527143
crawler_922,6549,125339
crawler_925,9885,172717
crawler_926,3195,207234
crawler_927,3406,267538
crawler_928,2589,427865
crawler_929,7019,96399
crawler_930,6554,120285
crawler_931,8581,69496
crawler_932,9460,131415
crawler_934,2661,74242
crawler_935,3673,225939
crawler_936,10746,47458
crawler_938,8585,108091
crawler_939,8402,32253
crawler_940,860,141519
crawler_941,5182,96296
crawler_943,4881,259839
crawler_944,7524,67321
crawler_945,9852,174396
crawler_946,6867,92096
crawler_947,2904,467880
crawler_948,3560,235407
crawler_950,7613,43046
crawler_951,842,46885
crawler_952,4487,140605
crawler_954,6826,51858
crawler_955,3984,184736
crawler_956,2527,105516
crawler_957,7354,50219
crawler_959,9428,65077
crawler_961,11922,41949
crawler_962,5451,246432
crawler_964,4074,100100
crawler_965,1488,90036
crawler_966,7658,32622
crawler_967,10050,91959
crawler_968,3894,291870
crawler_970,10982,119587
crawler_971,1785,238836
crawler_972,6011,140612
crawler_973,8327,22649
crawler_976,8186,25094
crawler_977,7558,16505
crawler_978,9477,95358
crawler_981,7528,91459
crawler_982,8242,27135
crawler_983,6603,82868
crawler_984,1342,14813
crawler_986,2944,99595
crawler_987,839,133797
crawler_988,6560,26686
crawler_989,9915,74651
crawler_991,975,428521
crawler_992,7175,72308
crawler_993,10502,54201
crawler_994,7698,69405
crawler_995,7519,16197
crawler_997,11312,52530
crawler_999,5282,60369
crawler_1000,6206,142986
crawler_1001,5396,94363
crawler_1002,2314,93247
crawler_1004,11749,132690
crawler_1005,11752,162432
crawler_1006,6647,33435
crawler_1007,10331,43857
crawler_1009,2107,578490
crawler_1010,10642,117138
crawler_1011,5766,31525
crawler_1012,5250,61777
crawler_1013,10501,35787
crawler_1014,8731,142127
crawler_1015,11957,113864
crawler_1016,3399,37658
crawler_1017,694,480245
crawler_1018,7747,55867
crawler_1019,3731,155225
crawler_1020,3142,200564
crawler_1021,11515,143889
crawler_1022,8632,94103
crawler_1024,8411,72065
crawler_1025,3000,236556
crawler_1025,3000,236556
crawler_1026,10935,113269
crawler_1027,1183,552024
crawler_1030,1573,321039
crawler_1031,2683,350483
crawler_1032,10707,45799
crawler_1033,10266,137355
crawler_1034,11619,74438
crawler_1035,3362,262262
crawler_1036,8011,105905
crawler_1037,1438,397298
crawler_1038,3940,225422
crawler_1039,690,110572
crawler_1040,5360,296061
crawler_1041,1554,525833
crawler_1042,487,15312
crawler_1043,4212,56066
crawler_1044,5361,257895
crawler_1046,684,164071
crawler_1047,11436,106703
crawler_1048,11501,126025
crawler_1049,7654,45098
crawler_1050,2320,207782
crawler_1051,3770,161455
crawler_1052,2550,202419
crawler_1056,9020,89986
crawler_1058,5622,175370
crawler_1059,3852,104983
crawler_1060,10916,12509
crawler_1061,10048,30138
crawler_1062,2931,77812
crawler_1063,11073,70204
crawler_1064,2798,340414
crawler_1065,9543,26735
crawler_1066,4495,193841
crawler_1067,537,34667
crawler_1069,11513,84032
crawler_1071,5999,55887
crawler_1072,7934,114906
crawler_1074,9318,69772
crawler_1075,9184,136221
crawler_1076,4516,79665
crawler_1078,465,365435
crawler_1080,681,552034
crawler_1081,7804,85681
crawler_1082,7406,118110
crawler_1083,6751,72628
crawler_1084,8829,62322
crawler_1085,3335,127223
crawler_1086,6866,107253
crawler_1087,8331,101238
crawler_1089,8080,69104
crawler_1090,9423,62716
crawler_1091,3354,82815
crawler_1092,8181,93806
crawler_1093,11952,100609
crawler_1094,2756,344398
crawler_1095,6507,35729
crawler_1097,6239,67710
crawler_1098,9998,111313
crawler_1099,1476,392552
crawler_1100,9142,70670
crawler_1101,11089,79933
crawler_1102,9136,58225
crawler_1104,5336,208430
crawler_1105,7161,105475
crawler_1106,4297,231381
crawler_1107,4900,231889
crawler_1108,2763,524449
crawler_1109,7322,72567
crawler_1110,6492,130034
crawler_1112,11209,109189
crawler_1114,7372,111090
crawler_1115,8884,29985
crawler_1116,5191,106471
crawler_1117,6568,126645
crawler_1120,8164,95722
crawler_1122,9290,52351
crawler_1123,8309,100070
crawler_1124,1286,425989
crawler_1125,1283,581518
crawler_1126,10134,38607
crawler_1128,9688,164650
crawler_1129,943,551409
crawler_1131,11742,150240
crawler_1132,8976,136286
crawler_1133,8689,124285
crawler_1135,11740,85939
crawler_1136,9721,140945
crawler_1137,3557,88443
crawler_1138,10402,48564
crawler_1140,1844,492330
crawler_1141,3593,264576
crawler_1142,2308,185733
crawler_1143,5914,125649
crawler_1144,11330,92859
crawler_1145,7881,121325
crawler_1146,10538,138404
crawler_1147,6532,114984
crawler_1148,8067,68772
crawler_1149,3118,299136
crawler_1150,10387,50660
crawler_1152,11024,77202
crawler_1153,1905,57240
crawler_1154,2118,58483
crawler_1155,11266,121342
crawler_1156,11581,128373
crawler_1157,1545,135505
crawler_1158,4948,226244
crawler_1160,2180,554547
crawler_1162,2608,471180
crawler_1163,11065,169529
crawler_1165,10155,134635
crawler_1166,7067,47059
crawler_1167,4230,134753
crawler_1168,9870,73362
crawler_1169,8932,45016
crawler_1172,8635,115912
crawler_1173,9243,53399
crawler_1174,629,378184
crawler_1176,714,499603
crawler_1177,3450,292335
crawler_1178,9964,66305
crawler_1179,11153,86656
crawler_1180,2917,84253
crawler_1181,6002,65543
crawler_1183,9693,21001
crawler_1185,4266,296055
crawler_1186,11956,104384
crawler_1187,8733,89275
crawler_1188,4137,62559
crawler_1189,932,238248
crawler_1190,1458,56813
crawler_1191,2667,457606
crawler_1192,4642,103253
crawler_1195,1824,299593
crawler_1196,7244,87736
crawler_1197,6342,139825
crawler_1198,2015,378309
crawler_1199,1982,342781
crawler_1201,3893,106666
crawler_1203,7170,26682
crawler_1206,5708,127825
crawler_1207,11336,17930
crawler_1208,8287,91707
crawler_1209,523,574026
crawler_1210,2761,96768
crawler_1211,1447,174243
crawler_1212,4662,162221
crawler_1213,713,387891
crawler_1215,5481,153662
crawler_1216,6290,15861
crawler_1217,2502,242884
crawler_1218,1216,114337
crawler_1219,3940,131665
crawler_1220,10873,70575
crawler_1222,2638,176283
crawler_1223,5289,172340
crawler_1224,10517,144672
crawler_1225,4086,297996
crawler_1226,8963,100978
crawler_1227,10926,123612
crawler_1228,9780,147507
crawler_1229,10133,144944
crawler_1230,7058,79720
crawler_1231,5438,280361
crawler_1232,1383,204612
crawler_1233,6623,25580
crawler_1234,7094,97967
crawler_1235,7150,116320
crawler_1236,5289,243168
crawler_1237,10007,29062
crawler_1238,6188,96557
crawler_1239,3762,273110
crawler_1241,9187,112788
crawler_1242,3240,64385
crawler_1243,10848,113269
crawler_1244,6172,34551
crawler_1247,4972,248468
crawler_1248,8559,94404
crawler_1249,10455,117797
crawler_1251,956,286113
crawler_1252,8991,88521
crawler_1253,3664,259617
crawler_1254,7422,80256
crawler_1257,2180,129029
crawler_1258,9049,113229
crawler_1259,8045,113865
crawler_1260,10708,16064
crawler_1261,2888,96973
crawler_1262,8450,117251
crawler_1263,1447,587643
crawler_1264,743,517002
crawler_1265,3271,293078
crawler_1266,9225,105807
crawler_1267,4688,266305
crawler_1268,8172,63884
crawler_1269,935,426262
crawler_1270,11375,21324
crawler_1272,1528,600855
crawler_1274,4380,55318
crawler_1276,4853,166779
crawler_1277,3170,127050
crawler_1278,1700,462006
crawler_1279,1959,325921
crawler_1280,8092,132412
crawler_1281,8850,41011
crawler_1282,8570,89803
crawler_1284,5555,212171
crawler_1285,2498,96759
crawler_1286,6889,136975
crawler_1288,8178,100637
crawler_1289,735,405372
crawler_1290,811,540658
crawler_1291,4505,168266
crawler_1292,7143,60245
crawler_1293,5702,58959
crawler_1294,1463,516712
crawler_1295,5493,49895
crawler_1296,8493,102644
crawler_1297,6823,132661
crawler_1298,11097,14135
crawler_1299,11419,77944
crawler_1301,1737,443588
crawler_1302,2778,474580
crawler_1304,10683,115698
crawler_1305,7969,25188
crawler_1306,3227,176670
crawler_1307,10404,69372
crawler_1308,5256,294589
crawler_1309,6486,119870
crawler_1312,8776,94217
crawler_1313,8092,18438
crawler_1314,9105,119913
crawler_1315,10744,19927
crawler_1316,11867,27231
crawler_1317,10028,42246
crawler_1319,3000,192119
crawler_1319,3000,192119
crawler_1320,4768,221171
crawler_1321,10417,147530
crawler_1322,9507,81603
crawler_1323,1240,589159
crawler_1325,6206,110566
crawler_1326,10585,64890
crawler_1327,5185,138585
crawler_1328,8981,34948
crawler_1330,2098,98509
crawler_1331,7862,128556
crawler_1332,7123,137666
crawler_1335,7484,29512
crawler_1336,3061,189646
crawler_1337,9270,84356
crawler_1338,8775,122136
crawler_1339,10092,13676
crawler_1340,5406,294677
crawler_1341,3369,113374
crawler_1342,9788,85235
crawler_1343,867,273026
crawler_1344,5985,62623
crawler_1345,6556,82148
crawler_1346,490,70022
crawler_1347,11831,132646
crawler_1348,7365,17195
crawler_1349,2429,426707
crawler_1350,6335,28091
crawler_1351,4657,206272
crawler_1352,3760,71780
crawler_1353,10370,153431
crawler_1354,6887,44198
crawler_1355,3990,246196
crawler_1356,4325,63144
crawler_1358,6875,126766
crawler_1359,2002,408307
crawler_1360,8988,71206
crawler_1361,2053,194700
crawler_1362,7529,55771
crawler_1363,9535,119106
crawler_1364,4382,244441
crawler_1365,3033,126538
crawler_1366,3214,53863
crawler_1369,11145,53009
crawler_1370,1120,34676
crawler_1371,5587,183396
crawler_1373,6045,131243
crawler_1374,3881,118233
crawler_1375,8155,142877
crawler_1377,5609,268759
crawler_1378,7719,115870
crawler_1379,9181,92378
crawler_1380,5746,131338
crawler_1382,5721,124273
crawler_1383,7364,114720
crawler_1384,1054,442189
crawler_1385,1390,523298
crawler_1386,7433,60248
crawler_1388,10085,58046
crawler_1390,4735,249395
crawler_1391,546,565543
crawler_1392,11979,102056
crawler_1393,7795,141513
crawler_1394,10300,18032
crawler_1395,2857,226508
crawler_1396,10522,130410
crawler_1398,3639,285450
crawler_1399,4020,160151
crawler_1401,7092,72822
crawler_1402,10763,40336
crawler_1403,2683,502997
crawler_1405,9294,127932
crawler_1406,1466,495706
crawler_1408,650,592519
crawler_1409,7639,131236
crawler_1411,1284,79167
crawler_1412,1889,229892
crawler_1413,9483,58622
crawler_1414,11731,161445
crawler_1415,4667,88257
crawler_1416,1872,305857
crawler_1417,8098,141951
crawler_1418,2353,82041
crawler_1420,3207,90550
crawler_1421,3717,53786
crawler_1422,11433,95415
crawler_1423,1277,249703
crawler_1425,3984,287018
crawler_1426,4923,193032
crawler_1427,5241,51511
crawler_1428,4976,257626
crawler_1429,10023,130703
crawler_1430,4573,204977
crawler_1432,2321,465863
crawler_1433,11218,6948
crawler_1434,7177,48289
crawler_1435,800,352197
crawler_1436,6538,78944
crawler_1437,2605,305469
crawler_1438,3637,125463
crawler_1439,11796,149421
crawler_1440,8216,91111
crawler_1441,10114,11557
crawler_1442,437,50694
crawler_1443,10926,41091
crawler_1444,10332,145876
crawler_1445,2759,460657
crawler_1446,4732,71055
crawler_1447,7737,142071
crawler_1448,4461,107948
crawler_1449,11250,128510
crawler_1450,1227,389846
crawler_1452,1382,244069
crawler_1454,3507,286162
crawler_1455,9076,171824
crawler_1456,6636,19762
crawler_1457,4369,70782
crawler_1459,1808,517139
crawler_1460,1283,42187
crawler_1461,6770,57800
crawler_1462,8312,49818
